5	0.0396119
6	0.0268795
7	0.0198059
8	0.0141471
9	0.0141471
10	0.0113177
11	0.00707355
12	0.0113177
13	0.0254648
14	0.00990297
15	0.00990297
16	0.0155618
17	0.0226354
18	0.0198059
19	0.0282942
20	0.0297089
1	0
2	0
3	0.0551737
1	0
1.5	0
2	0
2.5	0
3	0.0396119
3.5	0.0254648
4	0.0282942
4.5	0.0311236
5	0.0155618
5.5	0.0268795
6	0.0183912
6.5	0.0127324
7	0.00565884
7.5	0.00282942
8	0.00141471
8.5	0.00141471
9	0.00282942
9.5	0
10	0.00141471
10.5	0.00141471
11	0.00282942
11.5	0.00141471
12	0.00141471
12.5	0
13	0.00424413
13.5	0.00141471
14	0.00282942
14.5	0.00565884
15	0.00424413
15.5	0
16	0.00565884
16.5	0.00282942
17	0.00565884
17.5	0.0113177
18	0.00424413
18.5	0.0113177
19	0.00141471
19.5	0.00424413
20	0.0141471
20.5	0.00707355
21	0.00848826
21.5	0.00848826
22	0.0113177
22.5	0.0212207
23	0.0198059
23.5	0.0212207
24	0.0198059
24.5	0.0141471
25	0.0282942
25.5	0.0226354
26	0.0339531
26.5	0.0452707
27	0.0495149
27.5	0.0721502
28	0.0664914
28.5	0.00282942
29	0
29.5	0
30	0
30.5	0
31	0
31.5	0
32	0
32.5	0
33	0
33.5	0
34	0
34.5	0
35	0
35.5	0
36	0
36.5	0
37	0
37.5	0
38	0
38.5	0
39	0
39.5	0
40	0
1	0
1.5	0
2	0
2.5	0
3	0.0622473
3.5	0.043856
4	0.0254648
4.5	0.0282942
5	0.0282942
5.5	0.0169765
6	0.0169765
6.5	0.00848826
7	0.00990297
7.5	0.00707355
8	0
8.5	0
9	0.00141471
9.5	0
10	0.00282942
10.5	0.00282942
1	0
2	0
3	0.0509296
4	0.0367825
5	0.0198059
6	0.00848826
7	0.00848826
8	0.00282942
9	0.00141471
10	0.00282942
11	0
12	0.00424413
13	0
14	0.00424413
15	0.00282942
16	0.00141471
17	0.00141471
18	0.00282942
19	0.0127324
20	0.00990297
21	0.0127324
22	0.0113177
23	0.0141471
24	0.0183912
25	0.0212207
26	0.0297089
27	0.0650767
28	0.073565
29	0.00141471
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0.00141471
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
1	0
2	0.0495149
3	0.0141471
4	0.00990297
5	0
6	0.00424413
7	0.00141471
8	0.00141471
9	0.00424413
10	0.00848826
11	0.00424413
12	0.00848826
13	0.00565884
14	0.00990297
15	0.0282942
16	0.0226354
17	0.053759
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
1	0
1.5	0
2	0
2.5	0.073565
3	0.175424
3.5	0.227768
4	0.290016
4.5	0.329628
5	0.321139
5.5	0.274454
6	0.179668
6.5	0.178254
7	0.142886
7.5	0.121665
8	0.110347
8.5	0.130153
9	0.0990297
9.5	0.0806385
10	0.0891268
10.5	0.0933709
11	0.0862973
11.5	0.212207
12	0.0933709
12.5	0.0792238
13	0.106103
13.5	0.125909
14	0.107518
14.5	0.0962003
15	0.101859
15.5	0.12308
16	0.100444
16.5	0.118836
17	0.0933709
17.5	0.132983
18	0.12025
18.5	0.151374
19	0.161277
19.5	0.175424
20	0.207962
20.5	0.275869
21	0.298504
21.5	0.355092
22	0.36641
22.5	0.41451
23	0.403193
23.5	0.178254
24	0.0311236
24.5	0.367825
25	0.00282942
25.5	0.00707355
26	0.00282942
26.5	0
27	0.00141471
27.5	0
28	0
28.5	0.00141471
29	0.00141471
29.5	0
